ID,title,release_year,age,Rotten Tomatoes,netflix_available,Hulu,prime_available,Disney+,type,platform,Certificate,listed_in,Overview,Runtime,platform_rating,No.of.Ratings,title_lower,Director,Actor,PeopleVote,Hero_Rating,movie_rating,content_rating,platform_Disney+,platform_Netflix,platform_Prime Video,platform_Tamil OTT,platform_Telugu OTT,rating,predicted_rating
12.0,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017.0,18+,92/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,"jim & andy: the great beyond- featuring a very special, contractually obligated mention of tony clifton",,,,,,,False,True,False,False,False,,5.427
13.0,Dolemite Is My Name,2019.0,18+,92/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,dolemite is my name,,,,,,,False,True,False,False,False,,4.963166666666667
14.0,Mudbound,2017.0,18+,91/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,mudbound,,,,,,,False,True,False,False,False,,5.427
15.0,Swades,2004.0,all,91/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,swades,,,,,,,False,True,False,False,False,,6.396
16.0,Fyre,2019.0,18+,91/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,fyre,,,,,,,False,True,False,False,False,,4.963166666666667
17.0,Miss Americana,2020.0,18+,90/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,miss americana,,,,,,,False,True,False,False,False,,5.0536666666666665
18.0,Virunga,2014.0,16+,90/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,virunga,,,,,,,False,True,False,False,False,,5.930785714285713
19.0,Black Friday,2004.0,18+,90/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,black friday,,,,,,,False,True,False,False,False,,6.396
20.0,Talvar,2015.0,7+,90/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,talvar,,,,,,,False,True,False,False,False,,5.995976190476191
21.0,The King,2019.0,18+,90/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the king,,,,,,,False,True,False,False,False,,4.963166666666667
22.0,John Mulaney: Kid Gorgeous at Radio City,2018.0,18+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,john mulaney: kid gorgeous at radio city,,,,,,,False,True,False,False,False,,4.928166666666667
23.0,I Am Mother,2019.0,13+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,i am mother,,,,,,,False,True,False,False,False,,4.963166666666667
24.0,Tell Me Who I Am,2019.0,18+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,tell me who i am,,,,,,,False,True,False,False,False,,4.963166666666667
25.0,The Departed,2006.0,18+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the departed,,,,,,,False,True,False,False,False,,6.0675
26.0,Winter on Fire: Ukraine's Fight for Freedom,2015.0,16+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,winter on fire: ukraine's fight for freedom,,,,,,,False,True,False,False,False,,5.995976190476191
27.0,Terminator 2: Judgment Day,1991.0,18+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,terminator 2: judgment day,,,,,,,False,True,False,False,False,,6.004166666666667
28.0,I Lost My Body,2019.0,18+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,i lost my body,,,,,,,False,True,False,False,False,,4.963166666666667
29.0,Django Unchained,2012.0,18+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,django unchained,,,,,,,False,True,False,False,False,,6.263888888888885
30.0,The Half of It,2020.0,13+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the half of it,,,,,,,False,True,False,False,False,,5.0536666666666665
31.0,The Boy Who Harnessed the Wind,2019.0,7+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the boy who harnessed the wind,,,,,,,False,True,False,False,False,,4.963166666666667
32.0,The Devil All the Time,2020.0,18+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the devil all the time,,,,,,,False,True,False,False,False,,5.0536666666666665
33.0,The Fundamentals of Caring,2016.0,18+,89/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the fundamentals of caring,,,,,,,False,True,False,False,False,7.0,
34.0,Pieces of a Woman,2020.0,18+,88/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,pieces of a woman,,,,,,,False,True,False,False,False,,5.0536666666666665
35.0,Gerald's Game,2017.0,18+,88/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,gerald's game,,,,,,,False,True,False,False,False,,5.427
36.0,On Body and Soul,2017.0,,88/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,on body and soul,,,,,,,False,True,False,False,False,,5.427
37.0,Shutter Island,2010.0,18+,88/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,shutter island,,,,,,,False,True,False,False,False,,6.109666666666665
38.0,Always Be My Maybe,2019.0,13+,88/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,always be my maybe,,,,,,,False,True,False,False,False,,4.963166666666667
39.0,The Intouchables,2011.0,7+,88/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the intouchables,,,,,,,False,True,False,False,False,,6.436460317460313
40.0,Bill Burr: Paper Tiger,2019.0,18+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,bill burr: paper tiger,,,,,,,False,True,False,False,False,,4.963166666666667
41.0,Special 26,2013.0,,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,special 26,,,,,,,False,True,False,False,False,,6.054841269841267
42.0,Kiss the Ground,2020.0,18+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,kiss the ground,,,,,,,False,True,False,False,False,,5.0536666666666665
43.0,Crip Camp: A Disability Revolution,2020.0,18+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,crip camp: a disability revolution,,,,,,,False,True,False,False,False,,5.0536666666666665
44.0,Extraction,2020.0,18+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,extraction,,,,,,,False,True,False,False,False,,5.0536666666666665
45.0,No Direction Home: Bob Dylan,2005.0,all,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,no direction home: bob dylan,,,,,,,False,True,False,False,False,,6.3260000000000005
46.0,Kabhi Khushi Kabhie Gham,2001.0,all,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,kabhi khushi kabhie gham,,,,,,,False,True,False,False,False,,6.080333333333334
47.0,His House,2020.0,16+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,his house,,,,,,,False,True,False,False,False,,5.0536666666666665
48.0,Super Deluxe,2019.0,18+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,super deluxe,,,,,,,False,True,False,False,False,,4.963166666666667
49.0,The Guernsey Literary & Potato Peel Pie Society,2018.0,16+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the guernsey literary & potato peel pie society,,,,,,,False,True,False,False,False,,4.928166666666667
50.0,A Secret Love,2020.0,18+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,a secret love,,,,,,,False,True,False,False,False,,5.0536666666666665
51.0,The Night Comes for Us,2018.0,18+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the night comes for us,,,,,,,False,True,False,False,False,,4.928166666666667
52.0,The Big Lebowski,1998.0,18+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the big lebowski,,,,,,,False,True,False,False,False,,6.080333333333334
53.0,Pad Man,2018.0,13+,87/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,pad man,,,,,,,False,True,False,False,False,,4.928166666666667
54.0,American Factory,2019.0,13+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,american factory,,,,,,,False,True,False,False,False,,4.963166666666667
55.0,Bird Box,2018.0,18+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,bird box,,,,,,,False,True,False,False,False,,4.928166666666667
56.0,The Pianist,2002.0,18+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the pianist,,,,,,,False,True,False,False,False,,6.080333333333334
57.0,3 Idiots,2009.0,13+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,3 idiots,,,,,,,False,True,False,False,False,6.0,
58.0,The Distinguished Citizen,2016.0,,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the distinguished citizen,,,,,,,False,True,False,False,False,,5.666309523809523
59.0,A Shaun the Sheep Movie: Farmageddon,2019.0,all,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,a shaun the sheep movie: farmageddon,,,,,,,False,True,False,False,False,,4.963166666666667
60.0,A Clockwork Orange,1971.0,18+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,a clockwork orange,,,,,,,False,True,False,False,False,,6.100833333333334
61.0,What Happened to Monday,2017.0,18+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,what happened to monday,,,,,,,False,True,False,False,False,,5.427
62.0,Anthony Jeselnik: Thoughts and Prayers,2015.0,18+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,anthony jeselnik: thoughts and prayers,,,,,,,False,True,False,False,False,,5.995976190476191
63.0,The White Helmets,2016.0,16+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the white helmets,,,,,,,False,True,False,False,False,,5.666309523809523
64.0,Invader ZIM: Enter the Florpus,2019.0,7+,86/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,invader zim: enter the florpus,,,,,,,False,True,False,False,False,,4.963166666666667
65.0,Happy as Lazzaro,2018.0,13+,85/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,happy as lazzaro,,,,,,,False,True,False,False,False,,4.928166666666667
66.0,Chasing Coral,2017.0,,85/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,chasing coral,,,,,,,False,True,False,False,False,,5.427
67.0,Kal Ho Naa Ho,2003.0,all,85/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,kal ho naa ho,,,,,,,False,True,False,False,False,,6.080333333333334
68.0,Pan's Labyrinth,2006.0,18+,85/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,pan's labyrinth,,,,,,,False,True,False,False,False,,6.0675
69.0,Team Foxcatcher,2016.0,16+,85/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,team foxcatcher,,,,,,,False,True,False,False,False,,5.666309523809523
70.0,The Meyerowitz Stories (New and Selected),2017.0,18+,85/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the meyerowitz stories (new and selected),,,,,,,False,True,False,False,False,,5.427
71.0,Casino Royale,2006.0,13+,85/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,casino royale,,,,,,,False,True,False,False,False,,6.0675
72.0,The Hateful Eight,2015.0,18+,85/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the hateful eight,,,,,,,False,True,False,False,False,,5.995976190476191
73.0,Rush,2013.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,rush,,,,,,,False,True,False,False,False,,6.054841269841267
74.0,Zombieland,2009.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,zombieland,,,,,,,False,True,False,False,False,,6.4344166666666665
75.0,Eurovision Song Contest: The Story of Fire Saga,2020.0,13+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,eurovision song contest: the story of fire saga,,,,,,,False,True,False,False,False,,5.0536666666666665
76.0,Kapoor & Sons,2016.0,13+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,kapoor & sons,,,,,,,False,True,False,False,False,,5.666309523809523
77.0,The Perfection,2018.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the perfection,,,,,,,False,True,False,False,False,,4.928166666666667
78.0,Dave Chappelle: Sticks & Stones,2019.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,dave chappelle: sticks & stones,,,,,,,False,True,False,False,False,,4.963166666666667
79.0,There Will Be Blood,2007.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,there will be blood,,,,,,,False,True,False,False,False,,6.514999999999999
80.0,Million Dollar Baby,2004.0,13+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,million dollar baby,,,,,,,False,True,False,False,False,,6.396
81.0,The Social Network,2010.0,13+,84/100,1.0,1.0,0.0,0.0,0.0,Netflix,,,,,,,the social network,,,,,,,False,True,False,False,False,,6.109666666666665
82.0,The Christmas Chronicles,2018.0,7+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the christmas chronicles,,,,,,,False,True,False,False,False,,4.928166666666667
83.0,Monty Python and the Holy Grail,1975.0,7+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,monty python and the holy grail,,,,,,,False,True,False,False,False,,6.100833333333334
84.0,The Pixar Story,2007.0,all,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the pixar story,,,,,,,False,True,False,False,False,,6.514999999999999
85.0,Ma Rainey's Black Bottom,2020.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,ma rainey's black bottom,,,,,,,False,True,False,False,False,,5.0536666666666665
86.0,Calibre,2018.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,calibre,,,,,,,False,True,False,False,False,,4.928166666666667
87.0,Silver Linings Playbook,2012.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,silver linings playbook,,,,,,,False,True,False,False,False,,6.263888888888885
88.0,Over the Moon,2020.0,7+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,over the moon,,,,,,,False,True,False,False,False,,5.0536666666666665
89.0,"What Happened, Miss Simone?",2015.0,,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,"what happened, miss simone?",,,,,,,False,True,False,False,False,,5.995976190476191
90.0,Nightcrawler,2014.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,nightcrawler,,,,,,,False,True,False,False,False,,5.930785714285713
91.0,1922,2017.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,1922,,,,,,,False,True,False,False,False,,5.427
92.0,Paddleton,2019.0,18+,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,paddleton,,,,,,,False,True,False,False,False,,4.963166666666667
93.0,Cargo,2017.0,,84/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,cargo,,,,,,,False,True,False,False,False,,5.427
94.0,Rain Man,1988.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,rain man,,,,,,,False,True,False,False,False,,6.004166666666667
95.0,Cuba and the Cameraman,2017.0,,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,cuba and the cameraman,,,,,,,False,True,False,False,False,,5.427
96.0,The Ritual,2017.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the ritual,,,,,,,False,True,False,False,False,,5.427
97.0,The Hater,2020.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the hater,,,,,,,False,True,False,False,False,,5.0536666666666665
98.0,The Edge of Democracy,2019.0,16+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the edge of democracy,,,,,,,False,True,False,False,False,,4.963166666666667
99.0,22-Jul,2018.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,22-jul,,,,,,,False,True,False,False,False,,4.928166666666667
100.0,Adam Sandler: 100% Fresh,2018.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,adam sandler: 100% fresh,,,,,,,False,True,False,False,False,,4.928166666666667
101.0,Guru,2007.0,13+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,guru,,,,,,,False,True,False,False,False,,6.514999999999999
102.0,A Twelve-Year Night,2018.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,a twelve-year night,,,,,,,False,True,False,False,False,,4.928166666666667
103.0,Dumplin',2018.0,13+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,dumplin',,,,,,,False,True,False,False,False,,4.928166666666667
104.0,The Conjuring,2013.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the conjuring,,,,,,,False,True,False,False,False,,6.054841269841267
105.0,Marriage Story,2019.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,marriage story,,,,,,,False,True,False,False,False,,4.963166666666667
106.0,My Octopus Teacher,2020.0,all,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,my octopus teacher,,,,,,,False,True,False,False,False,,5.0536666666666665
107.0,About Time,2013.0,13+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,about time,,,,,,,False,True,False,False,False,,6.054841269841267
108.0,Hey Arnold! The Jungle Movie,2017.0,7+,83/100,1.0,1.0,0.0,0.0,0.0,Netflix,,,,,,,hey arnold! the jungle movie,,,,,,,False,True,False,False,False,,5.427
109.0,Kung Fu Panda,2008.0,7+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,kung fu panda,,,,,,,False,True,False,False,False,5.0,
110.0,Superbad,2007.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,superbad,,,,,,,False,True,False,False,False,,6.514999999999999
111.0,The Invisible Guest,2016.0,18+,83/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the invisible guest,,,,,,,False,True,False,False,False,,5.666309523809523
112.0,Chinatown,1974.0,18+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,chinatown,,,,,,,False,True,False,False,False,,6.100833333333334
113.0,Mystic River,2003.0,18+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,mystic river,,,,,,,False,True,False,False,False,,6.080333333333334
114.0,The Theory of Everything,2014.0,13+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the theory of everything,,,,,,,False,True,False,False,False,,5.930785714285713
115.0,Springsteen On Broadway,2018.0,,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,springsteen on broadway,,,,,,,False,True,False,False,False,,4.928166666666667
116.0,The Life Ahead,2020.0,13+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the life ahead,,,,,,,False,True,False,False,False,,5.0536666666666665
117.0,The Terminal,2004.0,13+,82/100,1.0,0.0,1.0,0.0,0.0,Netflix,,,,,,,the terminal,,,,,,,False,True,False,False,False,,6.396
118.0,Scott Pilgrim vs. the World,2010.0,13+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,scott pilgrim vs. the world,,,,,,,False,True,False,False,False,,6.109666666666665
119.0,Being Elmo: A Puppeteer's Journey,2011.0,7+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,being elmo: a puppeteer's journey,,,,,,,False,True,False,False,False,,6.436460317460313
120.0,Life of Brian,1979.0,18+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,life of brian,,,,,,,False,True,False,False,False,,6.015833333333334
121.0,The Resistance Banker,2018.0,18+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the resistance banker,,,,,,,False,True,False,False,False,,4.928166666666667
122.0,How to Train Your Dragon 2,2014.0,7+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,how to train your dragon 2,,,,,,,False,True,False,False,False,,5.930785714285713
123.0,The Endless Trench,2019.0,,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the endless trench,,,,,,,False,True,False,False,False,,4.963166666666667
124.0,Even the Rain,2010.0,,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,even the rain,,,,,,,False,True,False,False,False,,6.109666666666665
125.0,Love Actually,2003.0,18+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,love actually,,,,,,,False,True,False,False,False,,6.080333333333334
126.0,Dear Ex,2018.0,18+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,dear ex,,,,,,,False,True,False,False,False,,4.928166666666667
127.0,Braven,2018.0,18+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,braven,,,,,,,False,True,False,False,False,,4.928166666666667
128.0,Period. End of Sentence.,2018.0,,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,period. end of sentence.,,,,,,,False,True,False,False,False,,4.928166666666667
129.0,Captain Fantastic,2016.0,18+,82/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,captain fantastic,,,,,,,False,True,False,False,False,,5.666309523809523
130.0,Veronica,2017.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,veronica,,,,,,,False,True,False,False,False,,5.427
131.0,The Siege of Jadotville,2016.0,,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the siege of jadotville,,,,,,,False,True,False,False,False,,5.666309523809523
132.0,Into the Inferno,2016.0,,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,into the inferno,,,,,,,False,True,False,False,False,,5.666309523809523
133.0,Ricky Gervais: Humanity,2018.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,ricky gervais: humanity,,,,,,,False,True,False,False,False,,4.928166666666667
134.0,A Whisker Away,2020.0,7+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,a whisker away,,,,,,,False,True,False,False,False,,5.0536666666666665
135.0,Lady Bird,2017.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,lady bird,,,,,,,False,True,False,False,False,,5.427
136.0,Road to Perdition,2002.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,road to perdition,,,,,,,False,True,False,False,False,,6.080333333333334
137.0,Boogie Nights,1997.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,boogie nights,,,,,,,False,True,False,False,False,,6.120333333333334
138.0,Total Recall,1990.0,16+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,total recall,,,,,,,False,True,False,False,False,,6.004166666666667
139.0,Bo Burnham: Inside,2021.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,bo burnham: inside,,,,,,,False,True,False,False,False,,5.0536666666666665
140.0,Snowpiercer,2013.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,snowpiercer,,,,,,,False,True,False,False,False,,6.054841269841267
141.0,Circus of Books,2019.0,,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,circus of books,,,,,,,False,True,False,False,False,,4.963166666666667
142.0,Tallulah,2016.0,,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,tallulah,,,,,,,False,True,False,False,False,,5.666309523809523
143.0,The Conjuring 2,2016.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,the conjuring 2,,,,,,,False,True,False,False,False,,5.666309523809523
144.0,They'll Love Me When I'm Dead,2018.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,they'll love me when i'm dead,,,,,,,False,True,False,False,False,,4.928166666666667
145.0,Nocturnal Animals,2016.0,18+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,nocturnal animals,,,,,,,False,True,False,False,False,,5.666309523809523
146.0,Get Me Roger Stone,2017.0,16+,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,get me roger stone,,,,,,,False,True,False,False,False,,5.427
147.0,Hachi: A Dog's Tale,2009.0,all,81/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,hachi: a dog's tale,,,,,,,False,True,False,False,False,,6.4344166666666665
148.0,Dances with Wolves,1990.0,13+,80/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,dances with wolves,,,,,,,False,True,False,False,False,,6.004166666666667
149.0,Udta Punjab,2016.0,18+,80/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,udta punjab,,,,,,,False,True,False,False,False,,5.666309523809523
150.0,Bareilly's Barfi,2017.0,,80/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,bareilly's barfi,,,,,,,False,True,False,False,False,,5.427
151.0,Divines,2016.0,,80/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,divines,,,,,,,False,True,False,False,False,,5.666309523809523
152.0,Maktub,2017.0,7+,80/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,maktub,,,,,,,False,True,False,False,False,,5.427
153.0,Ittefaq,2017.0,7+,80/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,ittefaq,,,,,,,False,True,False,False,False,,5.427
154.0,Hannah Gadsby: Nanette,2018.0,18+,80/100,1.0,0.0,0.0,0.0,0.0,Netflix,,,,,,,hannah gadsby: nanette,,,,,,,False,True,False,False,False,,4.928166666666667
